protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000311,PDBbind2020:3fpd:accepted,3fpd,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3fpd/3fpd_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3fpd/3fpd_pocket_clean_single_chain.pdb,55
protein_group_000311,PDBbind2020:3mo0:accepted,3mo0,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3mo0/3mo0_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3mo0/3mo0_pocket_clean_single_chain.pdb,55
protein_group_000311,PDBbind2020:3mo2:accepted,3mo2,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3mo2/3mo2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3mo2/3mo2_pocket_clean_single_chain.pdb,67
protein_group_000311,PDBbind2020:3mo5:accepted,3mo5,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3mo5/3mo5_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3mo5/3mo5_pocket_clean_single_chain.pdb,70
protein_group_000311,PDBbind2020:5ttg:accepted,5ttg,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ttg/5ttg_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ttg/5ttg_pocket_clean_single_chain.pdb,54
protein_group_000311,PDBbind2020:5tuz:accepted,5tuz,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5tuz/5tuz_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5tuz/5tuz_pocket_clean_single_chain.pdb,52
protein_group_000311,PDBbind2020:5vsd:accepted,5vsd,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5vsd/5vsd_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5vsd/5vsd_pocket_clean_single_chain.pdb,61
protein_group_000311,PDBbind2020:5vsf:accepted,5vsf,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5vsf/5vsf_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5vsf/5vsf_pocket_clean_single_chain.pdb,59
protein_group_000311,PDBbind2020:6mbo:accepted,6mbo,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6mbo/6mbo_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6mbo/6mbo_pocket_clean_single_chain.pdb,81
protein_group_000311,PDBbind2020:6mbp:accepted,6mbp,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6mbp/6mbp_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6mbp/6mbp_pocket_clean_single_chain.pdb,78
protein_group_000311,scPDB:2rfi_2:accepted,2rfi_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2rfi_2/2rfi_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2rfi_2/2rfi_2_pocket_clean_single_chain.pdb,27
protein_group_000311,scPDB:3fpd_3:accepted,3fpd_3,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3fpd_3/3fpd_3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3fpd_3/3fpd_3_pocket_clean_single_chain.pdb,28
protein_group_000311,scPDB:3hna_1:accepted,3hna_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3hna_1/3hna_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3hna_1/3hna_1_pocket_clean_single_chain.pdb,28
protein_group_000311,scPDB:3swc_2:accepted_dominant_chain,3swc_2,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3swc_2/3swc_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3swc_2/3swc_2_pocket_clean_single_chain.pdb,26
