protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000047,PDBbind2020:3e62:accepted,3e62,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3e62/3e62_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3e62/3e62_pocket_clean_single_chain.pdb,61
protein_group_000047,PDBbind2020:3e64:accepted,3e64,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3e64/3e64_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3e64/3e64_pocket_clean_single_chain.pdb,73
protein_group_000047,PDBbind2020:3e63:accepted,3e63,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3e63/3e63_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3e63/3e63_pocket_clean_single_chain.pdb,67
protein_group_000047,PDBbind2020:3io7:accepted,3io7,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3io7/3io7_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3io7/3io7_pocket_clean_single_chain.pdb,75
protein_group_000047,PDBbind2020:3iok:accepted,3iok,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3iok/3iok_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3iok/3iok_pocket_clean_single_chain.pdb,71
protein_group_000047,PDBbind2020:3jy9:accepted,3jy9,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3jy9/3jy9_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3jy9/3jy9_pocket_clean_single_chain.pdb,78
protein_group_000047,PDBbind2020:3kck:accepted,3kck,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3kck/3kck_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3kck/3kck_pocket_clean_single_chain.pdb,79
protein_group_000047,PDBbind2020:3krr:accepted,3krr,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3krr/3krr_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3krr/3krr_pocket_clean_single_chain.pdb,73
protein_group_000047,PDBbind2020:3lpb:accepted,3lpb,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3lpb/3lpb_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3lpb/3lpb_pocket_clean_single_chain.pdb,73
protein_group_000047,PDBbind2020:3q32:accepted,3q32,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3q32/3q32_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3q32/3q32_pocket_clean_single_chain.pdb,78
