protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000027,PDBbind2020:1fm9:accepted,1fm9,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1fm9/1fm9_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1fm9/1fm9_pocket_clean_single_chain.pdb,126
protein_group_000027,PDBbind2020:1zeo:accepted,1zeo,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1zeo/1zeo_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1zeo/1zeo_pocket_clean_single_chain.pdb,102
protein_group_000027,PDBbind2020:2ath:accepted,2ath,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2ath/2ath_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2ath/2ath_pocket_clean_single_chain.pdb,110
protein_group_000027,PDBbind2020:2f4b:accepted,2f4b,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2f4b/2f4b_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2f4b/2f4b_pocket_clean_single_chain.pdb,117
protein_group_000027,PDBbind2020:2g0g:accepted,2g0g,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2g0g/2g0g_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2g0g/2g0g_pocket_clean_single_chain.pdb,93
protein_group_000027,PDBbind2020:2g0h:accepted,2g0h,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2g0h/2g0h_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2g0h/2g0h_pocket_clean_single_chain.pdb,100
protein_group_000027,PDBbind2020:2gtk:accepted_dominant_chain,2gtk,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2gtk/2gtk_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2gtk/2gtk_pocket_clean_single_chain.pdb,114
protein_group_000027,PDBbind2020:2hfp:accepted,2hfp,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2hfp/2hfp_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2hfp/2hfp_pocket_clean_single_chain.pdb,108
protein_group_000027,PDBbind2020:2i4p:accepted,2i4p,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2i4p/2i4p_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2i4p/2i4p_pocket_clean_single_chain.pdb,121
protein_group_000027,PDBbind2020:2i4j:accepted,2i4j,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2i4j/2i4j_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2i4j/2i4j_pocket_clean_single_chain.pdb,131
protein_group_000027,PDBbind2020:2i4z:accepted,2i4z,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2i4z/2i4z_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2i4z/2i4z_pocket_clean_single_chain.pdb,124
protein_group_000027,PDBbind2020:2yfe:accepted,2yfe,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2yfe/2yfe_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2yfe/2yfe_pocket_clean_single_chain.pdb,103
protein_group_000027,PDBbind2020:3ads:accepted,3ads,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ads/3ads_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ads/3ads_pocket_clean_single_chain.pdb,93
protein_group_000027,PDBbind2020:3adu:accepted,3adu,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3adu/3adu_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3adu/3adu_pocket_clean_single_chain.pdb,86
protein_group_000027,PDBbind2020:3adt:accepted,3adt,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3adt/3adt_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3adt/3adt_pocket_clean_single_chain.pdb,79
protein_group_000027,PDBbind2020:3adv:accepted,3adv,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3adv/3adv_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3adv/3adv_pocket_clean_single_chain.pdb,86
protein_group_000027,PDBbind2020:3bc5:accepted,3bc5,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3bc5/3bc5_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3bc5/3bc5_pocket_clean_single_chain.pdb,114
protein_group_000027,PDBbind2020:3fej:accepted,3fej,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3fej/3fej_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3fej/3fej_pocket_clean_single_chain.pdb,112
protein_group_000027,PDBbind2020:3g9e:accepted,3g9e,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3g9e/3g9e_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3g9e/3g9e_pocket_clean_single_chain.pdb,118
protein_group_000027,PDBbind2020:3h0a:accepted,3h0a,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3h0a/3h0a_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3h0a/3h0a_pocket_clean_single_chain.pdb,119
protein_group_000027,PDBbind2020:3ia6:accepted,3ia6,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ia6/3ia6_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ia6/3ia6_pocket_clean_single_chain.pdb,115
protein_group_000027,PDBbind2020:3lmp:accepted,3lmp,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3lmp/3lmp_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3lmp/3lmp_pocket_clean_single_chain.pdb,111
protein_group_000027,PDBbind2020:3osi:accepted,3osi,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3osi/3osi_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3osi/3osi_pocket_clean_single_chain.pdb,90
protein_group_000027,PDBbind2020:3osw:accepted,3osw,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3osw/3osw_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3osw/3osw_pocket_clean_single_chain.pdb,88
protein_group_000027,PDBbind2020:3r5n:accepted,3r5n,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3r5n/3r5n_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3r5n/3r5n_pocket_clean_single_chain.pdb,94
protein_group_000027,PDBbind2020:3r8i:accepted,3r8i,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3r8i/3r8i_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3r8i/3r8i_pocket_clean_single_chain.pdb,108
protein_group_000027,PDBbind2020:3sz1:accepted,3sz1,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sz1/3sz1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sz1/3sz1_pocket_clean_single_chain.pdb,69
protein_group_000027,PDBbind2020:3t03:accepted,3t03,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3t03/3t03_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3t03/3t03_pocket_clean_single_chain.pdb,107
protein_group_000027,PDBbind2020:3ty0:accepted,3ty0,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ty0/3ty0_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ty0/3ty0_pocket_clean_single_chain.pdb,112
protein_group_000027,PDBbind2020:3u9q:accepted,3u9q,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3u9q/3u9q_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3u9q/3u9q_pocket_clean_single_chain.pdb,78
protein_group_000027,PDBbind2020:4a4v:accepted,4a4v,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4a4v/4a4v_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4a4v/4a4v_pocket_clean_single_chain.pdb,104
protein_group_000027,PDBbind2020:4fgy:accepted,4fgy,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4fgy/4fgy_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4fgy/4fgy_pocket_clean_single_chain.pdb,57
protein_group_000027,PDBbind2020:4jaz:accepted,4jaz,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jaz/4jaz_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jaz/4jaz_pocket_clean_single_chain.pdb,74
protein_group_000027,PDBbind2020:4prg:accepted,4prg,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4prg/4prg_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4prg/4prg_pocket_clean_single_chain.pdb,132
protein_group_000027,PDBbind2020:4xuh:accepted,4xuh,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4xuh/4xuh_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4xuh/4xuh_pocket_clean_single_chain.pdb,92
protein_group_000027,PDBbind2020:4xum:accepted,4xum,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4xum/4xum_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4xum/4xum_pocket_clean_single_chain.pdb,94
protein_group_000027,PDBbind2020:4y29:accepted,4y29,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4y29/4y29_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4y29/4y29_pocket_clean_single_chain.pdb,95
protein_group_000027,PDBbind2020:5lsg:accepted,5lsg,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lsg/5lsg_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lsg/5lsg_pocket_clean_single_chain.pdb,111
protein_group_000027,PDBbind2020:5two:accepted,5two,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5two/5two_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5two/5two_pocket_clean_single_chain.pdb,105
protein_group_000027,PDBbind2020:5ugm:accepted,5ugm,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ugm/5ugm_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ugm/5ugm_pocket_clean_single_chain.pdb,112
protein_group_000027,PDBbind2020:6dgo:accepted,6dgo,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6dgo/6dgo_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6dgo/6dgo_pocket_clean_single_chain.pdb,104
protein_group_000027,PDBbind2020:6dgr:accepted,6dgr,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6dgr/6dgr_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6dgr/6dgr_pocket_clean_single_chain.pdb,92
protein_group_000027,PDBbind2020:6dgq:accepted,6dgq,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6dgq/6dgq_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6dgq/6dgq_pocket_clean_single_chain.pdb,115
