protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000339,PDBbind2020:1iep:accepted,1iep,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1iep/1iep_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1iep/1iep_pocket_clean_single_chain.pdb,104
protein_group_000339,PDBbind2020:2hzn:accepted,2hzn,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2hzn/2hzn_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2hzn/2hzn_pocket_clean_single_chain.pdb,93
protein_group_000339,PDBbind2020:2qoh:accepted,2qoh,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2qoh/2qoh_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2qoh/2qoh_pocket_clean_single_chain.pdb,77
protein_group_000339,PDBbind2020:3k5v:accepted,3k5v,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3k5v/3k5v_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3k5v/3k5v_pocket_clean_single_chain.pdb,68
protein_group_000339,PDBbind2020:3kfa:accepted,3kfa,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3kfa/3kfa_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3kfa/3kfa_pocket_clean_single_chain.pdb,106
protein_group_000339,PDBbind2020:3kf4:accepted,3kf4,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3kf4/3kf4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3kf4/3kf4_pocket_clean_single_chain.pdb,89
protein_group_000339,PDBbind2020:3ms9:accepted,3ms9,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ms9/3ms9_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ms9/3ms9_pocket_clean_single_chain.pdb,56
protein_group_000339,PDBbind2020:3mss:accepted,3mss,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3mss/3mss_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3mss/3mss_pocket_clean_single_chain.pdb,55
protein_group_000339,PDBbind2020:3oxz:accepted,3oxz,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3oxz/3oxz_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3oxz/3oxz_pocket_clean_single_chain.pdb,110
protein_group_000339,PDBbind2020:6hd4:accepted,6hd4,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6hd4/6hd4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6hd4/6hd4_pocket_clean_single_chain.pdb,70
protein_group_000339,PDBbind2020:6hd6:accepted,6hd6,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6hd6/6hd6_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6hd6/6hd6_pocket_clean_single_chain.pdb,68
protein_group_000339,scPDB:1iep_1:accepted,1iep_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1iep_1/1iep_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1iep_1/1iep_1_pocket_clean_single_chain.pdb,38
protein_group_000339,scPDB:1m52_2:accepted,1m52_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1m52_2/1m52_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1m52_2/1m52_2_pocket_clean_single_chain.pdb,35
