protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000007,PDBbind2020:1auj:accepted,1auj,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1auj/1auj_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1auj/1auj_pocket_clean_single_chain.pdb,82
protein_group_000007,PDBbind2020:1bjv:accepted,1bjv,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1bjv/1bjv_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1bjv/1bjv_pocket_clean_single_chain.pdb,76
protein_group_000007,PDBbind2020:1bty:accepted,1bty,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1bty/1bty_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1bty/1bty_pocket_clean_single_chain.pdb,65
protein_group_000007,PDBbind2020:1eb2:accepted,1eb2,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1eb2/1eb2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1eb2/1eb2_pocket_clean_single_chain.pdb,87
protein_group_000007,PDBbind2020:1g3b:accepted,1g3b,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1g3b/1g3b_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1g3b/1g3b_pocket_clean_single_chain.pdb,71
protein_group_000007,PDBbind2020:1g3c:accepted,1g3c,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1g3c/1g3c_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1g3c/1g3c_pocket_clean_single_chain.pdb,74
protein_group_000007,PDBbind2020:1g3e:accepted,1g3e,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1g3e/1g3e_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1g3e/1g3e_pocket_clean_single_chain.pdb,73
protein_group_000007,PDBbind2020:1g3d:accepted,1g3d,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1g3d/1g3d_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1g3d/1g3d_pocket_clean_single_chain.pdb,71
protein_group_000007,PDBbind2020:1gbt:accepted,1gbt,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1gbt/1gbt_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1gbt/1gbt_pocket_clean_single_chain.pdb,73
protein_group_000007,PDBbind2020:1gi4:accepted,1gi4,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1gi4/1gi4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1gi4/1gi4_pocket_clean_single_chain.pdb,75
protein_group_000007,PDBbind2020:1gi6:accepted,1gi6,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1gi6/1gi6_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1gi6/1gi6_pocket_clean_single_chain.pdb,73
protein_group_000007,PDBbind2020:1gi1:accepted,1gi1,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1gi1/1gi1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1gi1/1gi1_pocket_clean_single_chain.pdb,74
protein_group_000007,PDBbind2020:1gj6:accepted,1gj6,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1gj6/1gj6_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1gj6/1gj6_pocket_clean_single_chain.pdb,87
protein_group_000007,PDBbind2020:1k1i:accepted,1k1i,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1i/1k1i_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1i/1k1i_pocket_clean_single_chain.pdb,80
protein_group_000007,PDBbind2020:1k1j:accepted,1k1j,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1j/1k1j_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1j/1k1j_pocket_clean_single_chain.pdb,81
protein_group_000007,PDBbind2020:1k1l:accepted,1k1l,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1l/1k1l_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1l/1k1l_pocket_clean_single_chain.pdb,77
protein_group_000007,PDBbind2020:1k1m:accepted,1k1m,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1m/1k1m_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1m/1k1m_pocket_clean_single_chain.pdb,79
protein_group_000007,PDBbind2020:1k1n:accepted,1k1n,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1n/1k1n_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1n/1k1n_pocket_clean_single_chain.pdb,81
protein_group_000007,PDBbind2020:1k1o:accepted,1k1o,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1o/1k1o_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1o/1k1o_pocket_clean_single_chain.pdb,84
protein_group_000007,PDBbind2020:1k1p:accepted,1k1p,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1p/1k1p_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1k1p/1k1p_pocket_clean_single_chain.pdb,78
