protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000161,PDBbind2020:3nwe:accepted,3nwe,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3nwe/3nwe_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3nwe/3nwe_pocket_clean_single_chain.pdb,89
protein_group_000161,PDBbind2020:3oe4:accepted_dominant_chain,3oe4,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3oe4/3oe4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3oe4/3oe4_pocket_clean_single_chain.pdb,81
protein_group_000161,PDBbind2020:3oe5:accepted_dominant_chain,3oe5,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3oe5/3oe5_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3oe5/3oe5_pocket_clean_single_chain.pdb,81
protein_group_000161,PDBbind2020:3ozr:accepted,3ozr,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ozr/3ozr_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ozr/3ozr_pocket_clean_single_chain.pdb,75
protein_group_000161,PDBbind2020:3ozs:accepted_dominant_chain,3ozs,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ozs/3ozs_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ozs/3ozs_pocket_clean_single_chain.pdb,84
protein_group_000161,PDBbind2020:3ozt:accepted_dominant_chain,3ozt,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ozt/3ozt_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ozt/3ozt_pocket_clean_single_chain.pdb,80
protein_group_000161,PDBbind2020:3r6t:accepted,3r6t,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3r6t/3r6t_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3r6t/3r6t_pocket_clean_single_chain.pdb,86
protein_group_000161,PDBbind2020:3u81:accepted,3u81,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3u81/3u81_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3u81/3u81_pocket_clean_single_chain.pdb,87
protein_group_000161,PDBbind2020:4pyn:accepted,4pyn,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4pyn/4pyn_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4pyn/4pyn_pocket_clean_single_chain.pdb,88
protein_group_000161,PDBbind2020:4pyo:accepted,4pyo,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4pyo/4pyo_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4pyo/4pyo_pocket_clean_single_chain.pdb,83
protein_group_000161,PDBbind2020:4pyq:accepted,4pyq,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4pyq/4pyq_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4pyq/4pyq_pocket_clean_single_chain.pdb,34
protein_group_000161,PDBbind2020:5k03:accepted,5k03,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5k03/5k03_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5k03/5k03_pocket_clean_single_chain.pdb,57
protein_group_000161,scPDB:3nwe_1:accepted,3nwe_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3nwe_1/3nwe_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3nwe_1/3nwe_1_pocket_clean_single_chain.pdb,35
protein_group_000161,scPDB:3oe5_1:accepted,3oe5_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3oe5_1/3oe5_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3oe5_1/3oe5_1_pocket_clean_single_chain.pdb,35
