protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000381,PDBbind2020:3s9e:accepted,3s9e,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3s9e/3s9e_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3s9e/3s9e_pocket_clean_single_chain.pdb,84
protein_group_000381,PDBbind2020:3u93:accepted,3u93,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3u93/3u93_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3u93/3u93_pocket_clean_single_chain.pdb,85
protein_group_000381,PDBbind2020:3u92:accepted,3u92,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3u92/3u92_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3u92/3u92_pocket_clean_single_chain.pdb,85
protein_group_000381,PDBbind2020:4e0w:accepted,4e0w,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4e0w/4e0w_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4e0w/4e0w_pocket_clean_single_chain.pdb,84
protein_group_000381,PDBbind2020:4g8n:accepted,4g8n,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4g8n/4g8n_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4g8n/4g8n_pocket_clean_single_chain.pdb,83
protein_group_000381,PDBbind2020:4igr:accepted,4igr,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4igr/4igr_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4igr/4igr_pocket_clean_single_chain.pdb,92
protein_group_000381,PDBbind2020:4nwc:accepted,4nwc,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nwc/4nwc_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nwc/4nwc_pocket_clean_single_chain.pdb,90
protein_group_000381,PDBbind2020:4nwd:accepted,4nwd,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nwd/4nwd_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nwd/4nwd_pocket_clean_single_chain.pdb,89
protein_group_000381,PDBbind2020:5nf6:accepted,5nf6,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5nf6/5nf6_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5nf6/5nf6_pocket_clean_single_chain.pdb,86
protein_group_000381,PDBbind2020:5o4f:accepted,5o4f,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5o4f/5o4f_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5o4f/5o4f_pocket_clean_single_chain.pdb,84
protein_group_000381,PDBbind2020:6f29:accepted,6f29,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6f29/6f29_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6f29/6f29_pocket_clean_single_chain.pdb,89
protein_group_000381,PDBbind2020:6f28:accepted,6f28,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6f28/6f28_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6f28/6f28_pocket_clean_single_chain.pdb,92
