protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000411,PDBbind2020:3iuc:accepted,3iuc,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3iuc/3iuc_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3iuc/3iuc_pocket_clean_single_chain.pdb,89
protein_group_000411,PDBbind2020:3ldp:accepted,3ldp,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ldp/3ldp_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ldp/3ldp_pocket_clean_single_chain.pdb,77
protein_group_000411,PDBbind2020:5evz:accepted,5evz,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5evz/5evz_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5evz/5evz_pocket_clean_single_chain.pdb,95
protein_group_000411,PDBbind2020:5ey4:accepted,5ey4,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ey4/5ey4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ey4/5ey4_pocket_clean_single_chain.pdb,64
protein_group_000411,PDBbind2020:5exw:accepted,5exw,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5exw/5exw_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5exw/5exw_pocket_clean_single_chain.pdb,99
protein_group_000411,PDBbind2020:5f1x:accepted,5f1x,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5f1x/5f1x_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5f1x/5f1x_pocket_clean_single_chain.pdb,99
protein_group_000411,PDBbind2020:5f2r:accepted,5f2r,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5f2r/5f2r_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5f2r/5f2r_pocket_clean_single_chain.pdb,110
protein_group_000411,scPDB:3ldp_1:accepted,3ldp_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3ldp_1/3ldp_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3ldp_1/3ldp_1_pocket_clean_single_chain.pdb,31
protein_group_000411,scPDB:3ldl_1:accepted,3ldl_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3ldl_1/3ldl_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3ldl_1/3ldl_1_pocket_clean_single_chain.pdb,45
protein_group_000411,scPDB:3ldo_1:accepted,3ldo_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3ldo_1/3ldo_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3ldo_1/3ldo_1_pocket_clean_single_chain.pdb,44
protein_group_000411,scPDB:5f2r_1:accepted,5f2r_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/5f2r_1/5f2r_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/5f2r_1/5f2r_1_pocket_clean_single_chain.pdb,45
