protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000382,PDBbind2020:1db1:accepted,1db1,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1db1/1db1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1db1/1db1_pocket_clean_single_chain.pdb,114
protein_group_000382,PDBbind2020:1ie9:accepted,1ie9,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1ie9/1ie9_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1ie9/1ie9_pocket_clean_single_chain.pdb,114
protein_group_000382,PDBbind2020:1s19:accepted,1s19,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1s19/1s19_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1s19/1s19_pocket_clean_single_chain.pdb,115
protein_group_000382,scPDB:1ie9_1:accepted,1ie9_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1ie9_1/1ie9_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1ie9_1/1ie9_1_pocket_clean_single_chain.pdb,40
protein_group_000382,scPDB:1s0z_1:accepted,1s0z_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1s0z_1/1s0z_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1s0z_1/1s0z_1_pocket_clean_single_chain.pdb,46
protein_group_000382,scPDB:1s19_1:accepted,1s19_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1s19_1/1s19_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1s19_1/1s19_1_pocket_clean_single_chain.pdb,41
protein_group_000382,scPDB:1txi_1:accepted,1txi_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1txi_1/1txi_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1txi_1/1txi_1_pocket_clean_single_chain.pdb,43
protein_group_000382,scPDB:2hb7_1:accepted,2hb7_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2hb7_1/2hb7_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2hb7_1/2hb7_1_pocket_clean_single_chain.pdb,45
protein_group_000382,scPDB:2hb8_1:accepted,2hb8_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2hb8_1/2hb8_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2hb8_1/2hb8_1_pocket_clean_single_chain.pdb,43
protein_group_000382,scPDB:3a78_1:accepted,3a78_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3a78_1/3a78_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3a78_1/3a78_1_pocket_clean_single_chain.pdb,42
protein_group_000382,scPDB:3kpz_1:accepted,3kpz_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3kpz_1/3kpz_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3kpz_1/3kpz_1_pocket_clean_single_chain.pdb,47
protein_group_000382,scPDB:4g2i_1:accepted,4g2i_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4g2i_1/4g2i_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4g2i_1/4g2i_1_pocket_clean_single_chain.pdb,46
