protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000354,scPDB:2g27_2:accepted,2g27_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2g27_2/2g27_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2g27_2/2g27_2_pocket_clean_single_chain.pdb,45
protein_group_000354,scPDB:3d91_2:accepted,3d91_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3d91_2/3d91_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3d91_2/3d91_2_pocket_clean_single_chain.pdb,39
protein_group_000354,scPDB:3g6z_2:accepted,3g6z_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3g6z_2/3g6z_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3g6z_2/3g6z_2_pocket_clean_single_chain.pdb,36
protein_group_000354,scPDB:3g72_1:accepted,3g72_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3g72_1/3g72_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3g72_1/3g72_1_pocket_clean_single_chain.pdb,39
protein_group_000354,scPDB:3g70_1:accepted,3g70_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3g70_1/3g70_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3g70_1/3g70_1_pocket_clean_single_chain.pdb,38
protein_group_000354,scPDB:3k1w_1:accepted,3k1w_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3k1w_1/3k1w_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3k1w_1/3k1w_1_pocket_clean_single_chain.pdb,37
protein_group_000354,scPDB:3o9l_2:accepted_dominant_chain,3o9l_2,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3o9l_2/3o9l_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3o9l_2/3o9l_2_pocket_clean_single_chain.pdb,34
protein_group_000354,scPDB:3oag_1:accepted_dominant_chain,3oag_1,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3oag_1/3oag_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3oag_1/3oag_1_pocket_clean_single_chain.pdb,30
protein_group_000354,scPDB:3oad_1:accepted_dominant_chain,3oad_1,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3oad_1/3oad_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3oad_1/3oad_1_pocket_clean_single_chain.pdb,32
protein_group_000354,scPDB:3vye_2:accepted,3vye_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3vye_2/3vye_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3vye_2/3vye_2_pocket_clean_single_chain.pdb,38
protein_group_000354,scPDB:3vyf_1:accepted,3vyf_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3vyf_1/3vyf_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3vyf_1/3vyf_1_pocket_clean_single_chain.pdb,38
protein_group_000354,PDBbind2020:3o9l:accepted_pseudo_chainA,3o9l,PDBbind2020,accepted_pseudo_chainA,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_pseudo_chainA_from_rejected_debug/3o9l/3o9l_protein_pseudo_chainA.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_pseudo_chainA_from_rejected_debug/3o9l/3o9l_pocket_pseudo_chainA.pdb,121
