protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000162,PDBbind2020:4uye:accepted_dominant_chain,4uye,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4uye/4uye_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4uye/4uye_pocket_clean_single_chain.pdb,49
protein_group_000162,PDBbind2020:5c7n:accepted,5c7n,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5c7n/5c7n_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5c7n/5c7n_pocket_clean_single_chain.pdb,51
protein_group_000162,PDBbind2020:5c85:accepted,5c85,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5c85/5c85_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5c85/5c85_pocket_clean_single_chain.pdb,44
protein_group_000162,PDBbind2020:5d7x:accepted,5d7x,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5d7x/5d7x_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5d7x/5d7x_pocket_clean_single_chain.pdb,48
protein_group_000162,PDBbind2020:5e3d:accepted,5e3d,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5e3d/5e3d_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5e3d/5e3d_pocket_clean_single_chain.pdb,44
protein_group_000162,PDBbind2020:5eps:accepted,5eps,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5eps/5eps_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5eps/5eps_pocket_clean_single_chain.pdb,46
protein_group_000162,PDBbind2020:5epr:accepted,5epr,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5epr/5epr_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5epr/5epr_pocket_clean_single_chain.pdb,45
protein_group_000162,PDBbind2020:5eq1:accepted,5eq1,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5eq1/5eq1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5eq1/5eq1_pocket_clean_single_chain.pdb,45
protein_group_000162,PDBbind2020:5etb:accepted,5etb,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5etb/5etb_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5etb/5etb_pocket_clean_single_chain.pdb,48
protein_group_000162,PDBbind2020:5ewh:accepted,5ewh,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ewh/5ewh_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ewh/5ewh_pocket_clean_single_chain.pdb,45
protein_group_000162,PDBbind2020:5mwg:accepted_dominant_chain,5mwg,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5mwg/5mwg_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5mwg/5mwg_pocket_clean_single_chain.pdb,50
protein_group_000162,PDBbind2020:5mwh:accepted_dominant_chain,5mwh,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5mwh/5mwh_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5mwh/5mwh_pocket_clean_single_chain.pdb,50
protein_group_000162,PDBbind2020:5mwz:accepted,5mwz,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5mwz/5mwz_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5mwz/5mwz_pocket_clean_single_chain.pdb,48
