protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000462,scPDB:1b39_1:accepted,1b39_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1b39_1/1b39_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1b39_1/1b39_1_pocket_clean_single_chain.pdb,37
protein_group_000462,scPDB:1b38_1:accepted,1b38_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1b38_1/1b38_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1b38_1/1b38_1_pocket_clean_single_chain.pdb,36
protein_group_000462,scPDB:1e1x_1:accepted,1e1x_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1e1x_1/1e1x_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1e1x_1/1e1x_1_pocket_clean_single_chain.pdb,26
protein_group_000462,scPDB:1e1v_1:accepted,1e1v_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1e1v_1/1e1v_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1e1v_1/1e1v_1_pocket_clean_single_chain.pdb,27
protein_group_000462,scPDB:1pxl_1:accepted,1pxl_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1pxl_1/1pxl_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1pxl_1/1pxl_1_pocket_clean_single_chain.pdb,26
protein_group_000462,scPDB:1pxm_1:accepted,1pxm_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1pxm_1/1pxm_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1pxm_1/1pxm_1_pocket_clean_single_chain.pdb,24
protein_group_000462,scPDB:1pxk_1:accepted,1pxk_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1pxk_1/1pxk_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1pxk_1/1pxk_1_pocket_clean_single_chain.pdb,23
protein_group_000462,scPDB:2vtl_1:accepted,2vtl_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2vtl_1/2vtl_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2vtl_1/2vtl_1_pocket_clean_single_chain.pdb,21
protein_group_000462,scPDB:2vtm_1:accepted,2vtm_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2vtm_1/2vtm_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2vtm_1/2vtm_1_pocket_clean_single_chain.pdb,19
protein_group_000462,scPDB:3igg_1:accepted,3igg_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3igg_1/3igg_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3igg_1/3igg_1_pocket_clean_single_chain.pdb,25
