protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000305,PDBbind2020:1lf3:accepted_dominant_chain,1lf3,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1lf3/1lf3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1lf3/1lf3_pocket_clean_single_chain.pdb,103
protein_group_000305,PDBbind2020:1sme:accepted,1sme,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1sme/1sme_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1sme/1sme_pocket_clean_single_chain.pdb,104
protein_group_000305,PDBbind2020:1w6h:accepted,1w6h,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w6h/1w6h_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w6h/1w6h_pocket_clean_single_chain.pdb,97
protein_group_000305,PDBbind2020:2igy:accepted_dominant_chain,2igy,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2igy/2igy_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2igy/2igy_pocket_clean_single_chain.pdb,118
protein_group_000305,PDBbind2020:2igx:accepted_dominant_chain,2igx,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2igx/2igx_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2igx/2igx_pocket_clean_single_chain.pdb,119
protein_group_000305,PDBbind2020:2r9b:accepted,2r9b,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2r9b/2r9b_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2r9b/2r9b_pocket_clean_single_chain.pdb,118
protein_group_000305,PDBbind2020:4y6m:accepted,4y6m,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4y6m/4y6m_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4y6m/4y6m_pocket_clean_single_chain.pdb,100
protein_group_000305,scPDB:1lf3_1:accepted,1lf3_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1lf3_1/1lf3_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1lf3_1/1lf3_1_pocket_clean_single_chain.pdb,38
protein_group_000305,scPDB:1me6_2:accepted,1me6_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1me6_2/1me6_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1me6_2/1me6_2_pocket_clean_single_chain.pdb,33
protein_group_000305,scPDB:1xe6_2:accepted_dominant_chain,1xe6_2,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1xe6_2/1xe6_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1xe6_2/1xe6_2_pocket_clean_single_chain.pdb,38
protein_group_000305,scPDB:1xe5_1:accepted_dominant_chain,1xe5_1,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1xe5_1/1xe5_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1xe5_1/1xe5_1_pocket_clean_single_chain.pdb,41
protein_group_000305,scPDB:2bju_2:accepted,2bju_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2bju_2/2bju_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2bju_2/2bju_2_pocket_clean_single_chain.pdb,33
protein_group_000305,scPDB:2igx_1:accepted,2igx_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2igx_1/2igx_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2igx_1/2igx_1_pocket_clean_single_chain.pdb,38
protein_group_000305,scPDB:2igy_1:accepted,2igy_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2igy_1/2igy_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2igy_1/2igy_1_pocket_clean_single_chain.pdb,36
