protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000203,PDBbind2020:3s9i:accepted,3s9i,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3s9i/3s9i_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3s9i/3s9i_pocket_clean_single_chain.pdb,86
protein_group_000203,PDBbind2020:3saz:accepted,3saz,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3saz/3saz_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3saz/3saz_pocket_clean_single_chain.pdb,87
protein_group_000203,PDBbind2020:3sad:accepted,3sad,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sad/3sad_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sad/3sad_pocket_clean_single_chain.pdb,86
protein_group_000203,PDBbind2020:3sb0:accepted,3sb0,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sb0/3sb0_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sb0/3sb0_pocket_clean_single_chain.pdb,89
protein_group_000203,PDBbind2020:5dri:accepted,5dri,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5dri/5dri_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5dri/5dri_pocket_clean_single_chain.pdb,89
protein_group_000203,PDBbind2020:5ecv:accepted,5ecv,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ecv/5ecv_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ecv/5ecv_pocket_clean_single_chain.pdb,94
protein_group_000203,PDBbind2020:6apz:accepted,6apz,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6apz/6apz_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6apz/6apz_pocket_clean_single_chain.pdb,85
protein_group_000203,PDBbind2020:6asu:accepted,6asu,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6asu/6asu_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6asu/6asu_pocket_clean_single_chain.pdb,89
protein_group_000203,PDBbind2020:6as6:accepted,6as6,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6as6/6as6_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6as6/6as6_pocket_clean_single_chain.pdb,98
protein_group_000203,PDBbind2020:6au9:accepted,6au9,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6au9/6au9_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6au9/6au9_pocket_clean_single_chain.pdb,92
protein_group_000203,PDBbind2020:6axb:accepted,6axb,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6axb/6axb_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6axb/6axb_pocket_clean_single_chain.pdb,89
protein_group_000203,PDBbind2020:6bu1:accepted,6bu1,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6bu1/6bu1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6bu1/6bu1_pocket_clean_single_chain.pdb,85
protein_group_000203,PDBbind2020:6c2x:accepted,6c2x,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6c2x/6c2x_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6c2x/6c2x_pocket_clean_single_chain.pdb,88
protein_group_000203,PDBbind2020:6c7b:accepted,6c7b,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6c7b/6c7b_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6c7b/6c7b_pocket_clean_single_chain.pdb,95
protein_group_000203,PDBbind2020:6c6o:accepted,6c6o,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6c6o/6c6o_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6c6o/6c6o_pocket_clean_single_chain.pdb,86
protein_group_000203,PDBbind2020:6c8p:accepted,6c8p,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6c8p/6c8p_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6c8p/6c8p_pocket_clean_single_chain.pdb,85
protein_group_000203,PDBbind2020:6dko:accepted,6dko,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6dko/6dko_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6dko/6dko_pocket_clean_single_chain.pdb,84
protein_group_000203,PDBbind2020:6dl9:accepted,6dl9,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6dl9/6dl9_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6dl9/6dl9_pocket_clean_single_chain.pdb,85
