PDBbind2020:2c9b:accepted_pseudo_chainA	PDBbind2020:2c9b:accepted_pseudo_chainA
PDBbind2020:2c9b:accepted_pseudo_chainA	PDBbind2020:2c9d:accepted_pseudo_chainA
PDBbind2020:2c9b:accepted_pseudo_chainA	scPDB:2c9d_8:accepted_pseudo_chainA
PDBbind2020:2c9b:accepted_pseudo_chainA	PDBbind2020:2c97:accepted_pseudo_chainA
PDBbind2020:2c9b:accepted_pseudo_chainA	scPDB:1w19_1:accepted_pseudo_chainA
PDBbind2020:2c9b:accepted_pseudo_chainA	scPDB:1w19_2:accepted_pseudo_chainA
PDBbind2020:2c9b:accepted_pseudo_chainA	scPDB:1w19_3:accepted_pseudo_chainA
PDBbind2020:2c9b:accepted_pseudo_chainA	scPDB:1w19_4:accepted_pseudo_chainA
PDBbind2020:2c9t:accepted_pseudo_chainA	PDBbind2020:2c9t:accepted_pseudo_chainA
PDBbind2020:2c9t:accepted_pseudo_chainA	PDBbind2020:2uz6:accepted_pseudo_chainA
PDBbind2020:2c9t:accepted_pseudo_chainA	scPDB:2w8f_1:accepted_pseudo_chainA
PDBbind2020:2c9t:accepted_pseudo_chainA	PDBbind2020:2br8:accepted_pseudo_chainA
PDBbind2020:2c9t:accepted_pseudo_chainA	PDBbind2020:2w8f:accepted_pseudo_chainA
PDBbind2020:2c9t:accepted_pseudo_chainA	PDBbind2020:2xys:accepted_pseudo_chainA
PDBbind2020:2c9t:accepted_pseudo_chainA	PDBbind2020:2xyt:accepted_pseudo_chainA
PDBbind2020:2c9t:accepted_pseudo_chainA	PDBbind2020:2y54:accepted_pseudo_chainA
PDBbind2020:2c9t:accepted_pseudo_chainA	PDBbind2020:2y56:accepted_pseudo_chainA
PDBbind2020:2c9t:accepted_pseudo_chainA	PDBbind2020:2y57:accepted_pseudo_chainA
PDBbind2020:2c9t:accepted_pseudo_chainA	PDBbind2020:2y58:accepted_pseudo_chainA
PDBbind2020:2cc7:accepted_pseudo_chainA	PDBbind2020:2cc7:accepted_pseudo_chainA
PDBbind2020:2cc7:accepted_pseudo_chainA	PDBbind2020:2ccb:accepted_pseudo_chainA
PDBbind2020:2cc7:accepted_pseudo_chainA	PDBbind2020:2ccc:accepted_pseudo_chainA
PDBbind2020:2cgr:accepted_pseudo_chainA	PDBbind2020:2cgr:accepted_pseudo_chainA
PDBbind2020:2cht:accepted_pseudo_chainA	PDBbind2020:2cht:accepted_pseudo_chainA
PDBbind2020:2cht:accepted_pseudo_chainA	scPDB:2cht_9:accepted_pseudo_chainA
PDBbind2020:2csm:accepted_pseudo_chainA	PDBbind2020:2csm:accepted_pseudo_chainA
PDBbind2020:2d1x:accepted_pseudo_chainA	PDBbind2020:2d1x:accepted_pseudo_chainA
PDBbind2020:2e27:accepted_pseudo_chainA	PDBbind2020:2e27:accepted_pseudo_chainA
PDBbind2020:2e7l:accepted_pseudo_chainA	PDBbind2020:2e7l:accepted_pseudo_chainA
PDBbind2020:2eh8:accepted_pseudo_chainA	PDBbind2020:2eh8:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2f3k:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2i0a:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2i0d:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2psu:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2psv:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2q54:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2q55:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2q5k:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2qhy:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2qhz:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2qi0:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2qi1:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2qi3:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2qi4:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2qi5:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2qi6:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:2qi7:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3ekv:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3ekx:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3eky:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3gi4:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3gi5:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3gi6:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3mxd:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3mxe:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3o99:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3o9a:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3o9b:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3o9c:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3o9d:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3o9e:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3o9f:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3o9g:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3o9h:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:3o9i:accepted_pseudo_chainA
PDBbind2020:2f3k:accepted_pseudo_chainA	PDBbind2020:4djo:accepted_pseudo_chainA
