protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000328,PDBbind2020:1jje:accepted_dominant_chain,1jje,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1jje/1jje_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1jje/1jje_pocket_clean_single_chain.pdb,66
protein_group_000328,PDBbind2020:1jjt:accepted_dominant_chain,1jjt,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1jjt/1jjt_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1jjt/1jjt_pocket_clean_single_chain.pdb,66
protein_group_000328,PDBbind2020:2doo:accepted_dominant_chain,2doo,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2doo/2doo_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2doo/2doo_pocket_clean_single_chain.pdb,68
protein_group_000328,PDBbind2020:4c1f:accepted,4c1f,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4c1f/4c1f_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4c1f/4c1f_pocket_clean_single_chain.pdb,60
protein_group_000328,PDBbind2020:4c1g:accepted,4c1g,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4c1g/4c1g_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4c1g/4c1g_pocket_clean_single_chain.pdb,58
protein_group_000328,PDBbind2020:5ev8:accepted,5ev8,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ev8/5ev8_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ev8/5ev8_pocket_clean_single_chain.pdb,60
protein_group_000328,PDBbind2020:5ewa:accepted,5ewa,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ewa/5ewa_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ewa/5ewa_pocket_clean_single_chain.pdb,55
protein_group_000328,PDBbind2020:5hh4:accepted,5hh4,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5hh4/5hh4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5hh4/5hh4_pocket_clean_single_chain.pdb,59
protein_group_000328,scPDB:1dd6_2:accepted,1dd6_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1dd6_2/1dd6_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1dd6_2/1dd6_2_pocket_clean_single_chain.pdb,27
protein_group_000328,scPDB:1jje_2:accepted,1jje_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1jje_2/1jje_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1jje_2/1jje_2_pocket_clean_single_chain.pdb,29
protein_group_000328,scPDB:1jjt_1:accepted,1jjt_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1jjt_1/1jjt_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1jjt_1/1jjt_1_pocket_clean_single_chain.pdb,27
protein_group_000328,scPDB:4c1f_1:accepted_dominant_chain,4c1f_1,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4c1f_1/4c1f_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4c1f_1/4c1f_1_pocket_clean_single_chain.pdb,18
protein_group_000328,scPDB:2doo_1:accepted_pseudo_chainA,2doo_1,scPDB,accepted_pseudo_chainA,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_pseudo_chainA_from_rejected_debug/2doo_1/2doo_1_protein_pseudo_chainA.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_pseudo_chainA_from_rejected_debug/2doo_1/2doo_1_pocket_pseudo_chainA.pdb,36
