protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000481,PDBbind2020:1erb:accepted,1erb,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1erb/1erb_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1erb/1erb_pocket_clean_single_chain.pdb,92
protein_group_000481,scPDB:1erb_1:accepted,1erb_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1erb_1/1erb_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1erb_1/1erb_1_pocket_clean_single_chain.pdb,34
protein_group_000481,scPDB:1fem_1:accepted,1fem_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1fem_1/1fem_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1fem_1/1fem_1_pocket_clean_single_chain.pdb,35
protein_group_000481,scPDB:1fel_1:accepted,1fel_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1fel_1/1fel_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1fel_1/1fel_1_pocket_clean_single_chain.pdb,40
protein_group_000481,scPDB:1hbp_1:accepted,1hbp_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1hbp_1/1hbp_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1hbp_1/1hbp_1_pocket_clean_single_chain.pdb,34
protein_group_000481,scPDB:1kt3_1:accepted,1kt3_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kt3_1/1kt3_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kt3_1/1kt3_1_pocket_clean_single_chain.pdb,34
protein_group_000481,scPDB:1kt4_1:accepted,1kt4_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kt4_1/1kt4_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kt4_1/1kt4_1_pocket_clean_single_chain.pdb,37
protein_group_000481,scPDB:1kt5_1:accepted,1kt5_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kt5_1/1kt5_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kt5_1/1kt5_1_pocket_clean_single_chain.pdb,37
protein_group_000481,scPDB:1kt6_1:accepted,1kt6_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kt6_1/1kt6_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kt6_1/1kt6_1_pocket_clean_single_chain.pdb,35
protein_group_000481,scPDB:1kt7_1:accepted,1kt7_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kt7_1/1kt7_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kt7_1/1kt7_1_pocket_clean_single_chain.pdb,36
