protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000464,PDBbind2020:3lxk:accepted,3lxk,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3lxk/3lxk_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3lxk/3lxk_pocket_clean_single_chain.pdb,68
protein_group_000464,PDBbind2020:3lxl:accepted,3lxl,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3lxl/3lxl_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3lxl/3lxl_pocket_clean_single_chain.pdb,67
protein_group_000464,PDBbind2020:5toz:accepted,5toz,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5toz/5toz_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5toz/5toz_pocket_clean_single_chain.pdb,65
protein_group_000464,PDBbind2020:5ttu:accepted,5ttu,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ttu/5ttu_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ttu/5ttu_pocket_clean_single_chain.pdb,65
protein_group_000464,PDBbind2020:5ttv:accepted,5ttv,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ttv/5ttv_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ttv/5ttv_pocket_clean_single_chain.pdb,63
protein_group_000464,PDBbind2020:5tts:accepted,5tts,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5tts/5tts_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5tts/5tts_pocket_clean_single_chain.pdb,64
protein_group_000464,PDBbind2020:6da4:accepted,6da4,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6da4/6da4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6da4/6da4_pocket_clean_single_chain.pdb,67
protein_group_000464,PDBbind2020:6db3:accepted,6db3,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6db3/6db3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6db3/6db3_pocket_clean_single_chain.pdb,67
protein_group_000464,PDBbind2020:6db4:accepted,6db4,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6db4/6db4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6db4/6db4_pocket_clean_single_chain.pdb,71
protein_group_000464,PDBbind2020:6dud:accepted,6dud,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6dud/6dud_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6dud/6dud_pocket_clean_single_chain.pdb,65
