protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000185,PDBbind2020:1ejn:accepted,1ejn,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1ejn/1ejn_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1ejn/1ejn_pocket_clean_single_chain.pdb,93
protein_group_000185,PDBbind2020:1f5k:accepted,1f5k,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1f5k/1f5k_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1f5k/1f5k_pocket_clean_single_chain.pdb,65
protein_group_000185,PDBbind2020:1f5l:accepted,1f5l,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1f5l/1f5l_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1f5l/1f5l_pocket_clean_single_chain.pdb,71
protein_group_000185,PDBbind2020:1sc8:accepted,1sc8,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1sc8/1sc8_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1sc8/1sc8_pocket_clean_single_chain.pdb,83
protein_group_000185,PDBbind2020:1vj9:accepted,1vj9,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1vj9/1vj9_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1vj9/1vj9_pocket_clean_single_chain.pdb,89
protein_group_000185,PDBbind2020:1vja:accepted,1vja,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1vja/1vja_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1vja/1vja_pocket_clean_single_chain.pdb,84
protein_group_000185,PDBbind2020:1w0z:accepted,1w0z,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w0z/1w0z_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w0z/1w0z_pocket_clean_single_chain.pdb,85
protein_group_000185,PDBbind2020:1w11:accepted,1w11,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w11/1w11_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w11/1w11_pocket_clean_single_chain.pdb,83
protein_group_000185,PDBbind2020:1w10:accepted,1w10,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w10/1w10_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w10/1w10_pocket_clean_single_chain.pdb,84
protein_group_000185,PDBbind2020:1w12:accepted,1w12,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w12/1w12_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w12/1w12_pocket_clean_single_chain.pdb,87
protein_group_000185,PDBbind2020:1w13:accepted,1w13,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w13/1w13_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w13/1w13_pocket_clean_single_chain.pdb,84
protein_group_000185,PDBbind2020:1w14:accepted,1w14,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w14/1w14_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1w14/1w14_pocket_clean_single_chain.pdb,87
protein_group_000185,PDBbind2020:2r2w:accepted,2r2w,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2r2w/2r2w_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2r2w/2r2w_pocket_clean_single_chain.pdb,82
protein_group_000185,PDBbind2020:2vin:accepted,2vin,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2vin/2vin_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2vin/2vin_pocket_clean_single_chain.pdb,74
protein_group_000185,PDBbind2020:2vio:accepted,2vio,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2vio/2vio_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2vio/2vio_pocket_clean_single_chain.pdb,74
protein_group_000185,PDBbind2020:2viq:accepted,2viq,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2viq/2viq_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2viq/2viq_pocket_clean_single_chain.pdb,93
protein_group_000185,PDBbind2020:2viv:accepted,2viv,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2viv/2viv_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2viv/2viv_pocket_clean_single_chain.pdb,90
protein_group_000185,PDBbind2020:2viw:accepted,2viw,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2viw/2viw_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2viw/2viw_pocket_clean_single_chain.pdb,95
protein_group_000185,PDBbind2020:2vip:accepted,2vip,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2vip/2vip_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2vip/2vip_pocket_clean_single_chain.pdb,91
protein_group_000185,PDBbind2020:3mhw:accepted,3mhw,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3mhw/3mhw_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3mhw/3mhw_pocket_clean_single_chain.pdb,67
