protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000257,PDBbind2020:2xu3:accepted,2xu3,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2xu3/2xu3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2xu3/2xu3_pocket_clean_single_chain.pdb,72
protein_group_000257,PDBbind2020:2xu4:accepted,2xu4,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2xu4/2xu4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2xu4/2xu4_pocket_clean_single_chain.pdb,72
protein_group_000257,PDBbind2020:2xu5:accepted,2xu5,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2xu5/2xu5_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2xu5/2xu5_pocket_clean_single_chain.pdb,73
protein_group_000257,PDBbind2020:2yj8:accepted,2yj8,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2yj8/2yj8_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2yj8/2yj8_pocket_clean_single_chain.pdb,72
protein_group_000257,PDBbind2020:2yj2:accepted,2yj2,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2yj2/2yj2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2yj2/2yj2_pocket_clean_single_chain.pdb,72
protein_group_000257,PDBbind2020:2yj9:accepted,2yj9,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2yj9/2yj9_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2yj9/2yj9_pocket_clean_single_chain.pdb,74
protein_group_000257,PDBbind2020:2yjc:accepted,2yjc,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2yjc/2yjc_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2yjc/2yjc_pocket_clean_single_chain.pdb,72
protein_group_000257,PDBbind2020:2yjb:accepted,2yjb,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2yjb/2yjb_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2yjb/2yjb_pocket_clean_single_chain.pdb,76
protein_group_000257,PDBbind2020:3h8b:accepted,3h8b,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3h8b/3h8b_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3h8b/3h8b_pocket_clean_single_chain.pdb,88
protein_group_000257,PDBbind2020:3h89:accepted,3h89,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3h89/3h89_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3h89/3h89_pocket_clean_single_chain.pdb,88
protein_group_000257,PDBbind2020:3of8:accepted,3of8,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3of8/3of8_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3of8/3of8_pocket_clean_single_chain.pdb,84
protein_group_000257,PDBbind2020:4axm:accepted,4axm,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4axm/4axm_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4axm/4axm_pocket_clean_single_chain.pdb,62
protein_group_000257,PDBbind2020:5f02:accepted,5f02,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5f02/5f02_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5f02/5f02_pocket_clean_single_chain.pdb,73
protein_group_000257,PDBbind2020:5mae:accepted,5mae,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5mae/5mae_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5mae/5mae_pocket_clean_single_chain.pdb,66
protein_group_000257,PDBbind2020:5maj:accepted,5maj,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5maj/5maj_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5maj/5maj_pocket_clean_single_chain.pdb,65
protein_group_000257,PDBbind2020:5mqy:accepted,5mqy,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5mqy/5mqy_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5mqy/5mqy_pocket_clean_single_chain.pdb,70
