protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000160,PDBbind2020:1vjb:accepted,1vjb,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1vjb/1vjb_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1vjb/1vjb_pocket_clean_single_chain.pdb,83
protein_group_000160,PDBbind2020:2e2r:accepted,2e2r,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2e2r/2e2r_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2e2r/2e2r_pocket_clean_single_chain.pdb,91
protein_group_000160,PDBbind2020:2ewp:accepted_dominant_chain,2ewp,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2ewp/2ewp_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2ewp/2ewp_pocket_clean_single_chain.pdb,103
protein_group_000160,PDBbind2020:2gpp:accepted,2gpp,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2gpp/2gpp_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2gpp/2gpp_pocket_clean_single_chain.pdb,91
protein_group_000160,PDBbind2020:2p7z:accepted,2p7z,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2p7z/2p7z_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2p7z/2p7z_pocket_clean_single_chain.pdb,82
protein_group_000160,PDBbind2020:2p7a:accepted,2p7a,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2p7a/2p7a_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2p7a/2p7a_pocket_clean_single_chain.pdb,73
protein_group_000160,PDBbind2020:2p7g:accepted,2p7g,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2p7g/2p7g_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2p7g/2p7g_pocket_clean_single_chain.pdb,92
protein_group_000160,PDBbind2020:2zas:accepted,2zas,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2zas/2zas_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2zas/2zas_pocket_clean_single_chain.pdb,91
protein_group_000160,PDBbind2020:5yso:accepted,5yso,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5yso/5yso_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5yso/5yso_pocket_clean_single_chain.pdb,102
protein_group_000160,PDBbind2020:6a6k:accepted,6a6k,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6a6k/6a6k_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6a6k/6a6k_pocket_clean_single_chain.pdb,102
protein_group_000160,PDBbind2020:6i62:accepted,6i62,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i62/6i62_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i62/6i62_pocket_clean_single_chain.pdb,94
protein_group_000160,PDBbind2020:6i61:accepted,6i61,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i61/6i61_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i61/6i61_pocket_clean_single_chain.pdb,92
protein_group_000160,PDBbind2020:6i63:accepted,6i63,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i63/6i63_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i63/6i63_pocket_clean_single_chain.pdb,90
protein_group_000160,PDBbind2020:6i65:accepted,6i65,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i65/6i65_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i65/6i65_pocket_clean_single_chain.pdb,81
protein_group_000160,PDBbind2020:6i66:accepted,6i66,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i66/6i66_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i66/6i66_pocket_clean_single_chain.pdb,80
protein_group_000160,PDBbind2020:6i64:accepted,6i64,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i64/6i64_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i64/6i64_pocket_clean_single_chain.pdb,92
protein_group_000160,PDBbind2020:6i67:accepted,6i67,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i67/6i67_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6i67/6i67_pocket_clean_single_chain.pdb,82
protein_group_000160,scPDB:1s9p_3:accepted,1s9p_3,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1s9p_3/1s9p_3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1s9p_3/1s9p_3_pocket_clean_single_chain.pdb,33
protein_group_000160,scPDB:2ewp_4:accepted,2ewp_4,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2ewp_4/2ewp_4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2ewp_4/2ewp_4_pocket_clean_single_chain.pdb,41
protein_group_000160,scPDB:2gpu_1:accepted,2gpu_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2gpu_1/2gpu_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2gpu_1/2gpu_1_pocket_clean_single_chain.pdb,35
protein_group_000160,scPDB:2gpv_1:accepted_dominant_chain,2gpv_1,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2gpv_1/2gpv_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2gpv_1/2gpv_1_pocket_clean_single_chain.pdb,33
protein_group_000160,scPDB:2p7z_1:accepted,2p7z_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2p7z_1/2p7z_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2p7z_1/2p7z_1_pocket_clean_single_chain.pdb,30
