protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000198,PDBbind2020:1x07:accepted,1x07,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1x07/1x07_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1x07/1x07_pocket_clean_single_chain.pdb,67
protein_group_000198,PDBbind2020:2e99:accepted_dominant_chain,2e99,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2e99/2e99_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2e99/2e99_pocket_clean_single_chain.pdb,85
protein_group_000198,PDBbind2020:2e98:accepted_dominant_chain,2e98,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2e98/2e98_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2e98/2e98_pocket_clean_single_chain.pdb,84
protein_group_000198,PDBbind2020:2e9a:accepted,2e9a,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2e9a/2e9a_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2e9a/2e9a_pocket_clean_single_chain.pdb,77
protein_group_000198,PDBbind2020:2e9c:accepted,2e9c,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2e9c/2e9c_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2e9c/2e9c_pocket_clean_single_chain.pdb,104
protein_group_000198,PDBbind2020:2e9d:accepted_dominant_chain,2e9d,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2e9d/2e9d_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2e9d/2e9d_pocket_clean_single_chain.pdb,72
protein_group_000198,PDBbind2020:3sgx:accepted,3sgx,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sgx/3sgx_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sgx/3sgx_pocket_clean_single_chain.pdb,68
protein_group_000198,PDBbind2020:3sgt:accepted_dominant_chain,3sgt,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sgt/3sgt_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sgt/3sgt_pocket_clean_single_chain.pdb,92
protein_group_000198,PDBbind2020:3sgv:accepted_dominant_chain,3sgv,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sgv/3sgv_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sgv/3sgv_pocket_clean_single_chain.pdb,89
protein_group_000198,PDBbind2020:3sh0:accepted,3sh0,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sh0/3sh0_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3sh0/3sh0_pocket_clean_single_chain.pdb,84
protein_group_000198,PDBbind2020:3th8:accepted,3th8,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3th8/3th8_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3th8/3th8_pocket_clean_single_chain.pdb,96
protein_group_000198,PDBbind2020:3wyj:accepted_dominant_chain,3wyj,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3wyj/3wyj_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3wyj/3wyj_pocket_clean_single_chain.pdb,91
protein_group_000198,PDBbind2020:4h2j:accepted,4h2j,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4h2j/4h2j_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4h2j/4h2j_pocket_clean_single_chain.pdb,79
protein_group_000198,PDBbind2020:4h2m:accepted,4h2m,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4h2m/4h2m_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4h2m/4h2m_pocket_clean_single_chain.pdb,76
protein_group_000198,PDBbind2020:4h38:accepted,4h38,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4h38/4h38_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4h38/4h38_pocket_clean_single_chain.pdb,77
protein_group_000198,PDBbind2020:4h3c:accepted,4h3c,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4h3c/4h3c_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4h3c/4h3c_pocket_clean_single_chain.pdb,75
protein_group_000198,scPDB:2e99_1:accepted,2e99_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2e99_1/2e99_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2e99_1/2e99_1_pocket_clean_single_chain.pdb,32
protein_group_000198,scPDB:2e98_1:accepted,2e98_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2e98_1/2e98_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2e98_1/2e98_1_pocket_clean_single_chain.pdb,32
protein_group_000198,scPDB:3sgv_1:accepted,3sgv_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3sgv_1/3sgv_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3sgv_1/3sgv_1_pocket_clean_single_chain.pdb,32
