protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000045,PDBbind2020:2c6c:accepted,2c6c,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2c6c/2c6c_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2c6c/2c6c_pocket_clean_single_chain.pdb,106
protein_group_000045,PDBbind2020:2c6g:accepted,2c6g,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2c6g/2c6g_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2c6g/2c6g_pocket_clean_single_chain.pdb,80
protein_group_000045,PDBbind2020:2jbj:accepted,2jbj,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2jbj/2jbj_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2jbj/2jbj_pocket_clean_single_chain.pdb,95
protein_group_000045,PDBbind2020:2jbk:accepted,2jbk,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2jbk/2jbk_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2jbk/2jbk_pocket_clean_single_chain.pdb,87
protein_group_000045,PDBbind2020:2or4:accepted,2or4,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2or4/2or4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2or4/2or4_pocket_clean_single_chain.pdb,84
protein_group_000045,PDBbind2020:2pvv:accepted,2pvv,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2pvv/2pvv_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2pvv/2pvv_pocket_clean_single_chain.pdb,82
protein_group_000045,PDBbind2020:2pvw:accepted,2pvw,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2pvw/2pvw_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2pvw/2pvw_pocket_clean_single_chain.pdb,93
protein_group_000045,PDBbind2020:2xei:accepted,2xei,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2xei/2xei_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2xei/2xei_pocket_clean_single_chain.pdb,134
protein_group_000045,PDBbind2020:3bi0:accepted,3bi0,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3bi0/3bi0_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3bi0/3bi0_pocket_clean_single_chain.pdb,103
protein_group_000045,PDBbind2020:3bhx:accepted,3bhx,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3bhx/3bhx_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3bhx/3bhx_pocket_clean_single_chain.pdb,103
