protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000192,PDBbind2020:3kr4:accepted_dominant_chain,3kr4,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3kr4/3kr4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3kr4/3kr4_pocket_clean_single_chain.pdb,91
protein_group_000192,PDBbind2020:3kr5:accepted_dominant_chain,3kr5,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3kr5/3kr5_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3kr5/3kr5_pocket_clean_single_chain.pdb,96
protein_group_000192,PDBbind2020:4k3n:accepted_dominant_chain,4k3n,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k3n/4k3n_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k3n/4k3n_pocket_clean_single_chain.pdb,76
protein_group_000192,PDBbind2020:4r6t:accepted_dominant_chain,4r6t,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4r6t/4r6t_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4r6t/4r6t_pocket_clean_single_chain.pdb,89
protein_group_000192,PDBbind2020:4r76:accepted_dominant_chain,4r76,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4r76/4r76_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4r76/4r76_pocket_clean_single_chain.pdb,91
protein_group_000192,PDBbind2020:4r7m:accepted_dominant_chain,4r7m,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4r7m/4r7m_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4r7m/4r7m_pocket_clean_single_chain.pdb,91
protein_group_000192,PDBbind2020:4zx8:accepted_dominant_chain,4zx8,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4zx8/4zx8_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4zx8/4zx8_pocket_clean_single_chain.pdb,86
protein_group_000192,PDBbind2020:4zx9:accepted_dominant_chain,4zx9,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4zx9/4zx9_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4zx9/4zx9_pocket_clean_single_chain.pdb,82
protein_group_000192,PDBbind2020:4zy0:accepted_dominant_chain,4zy0,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4zy0/4zy0_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4zy0/4zy0_pocket_clean_single_chain.pdb,88
protein_group_000192,PDBbind2020:4zy1:accepted_dominant_chain,4zy1,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4zy1/4zy1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4zy1/4zy1_pocket_clean_single_chain.pdb,92
protein_group_000192,PDBbind2020:4zy2:accepted_dominant_chain,4zy2,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4zy2/4zy2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4zy2/4zy2_pocket_clean_single_chain.pdb,89
protein_group_000192,PDBbind2020:4zyq:accepted_dominant_chain,4zyq,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4zyq/4zyq_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4zyq/4zyq_pocket_clean_single_chain.pdb,87
protein_group_000192,PDBbind2020:5cbm:accepted_dominant_chain,5cbm,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5cbm/5cbm_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5cbm/5cbm_pocket_clean_single_chain.pdb,78
protein_group_000192,PDBbind2020:6ee2:accepted_dominant_chain,6ee2,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6ee2/6ee2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6ee2/6ee2_pocket_clean_single_chain.pdb,94
protein_group_000192,PDBbind2020:6eee:accepted_dominant_chain,6eee,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6eee/6eee_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6eee/6eee_pocket_clean_single_chain.pdb,93
protein_group_000192,scPDB:3kr4_2:accepted,3kr4_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3kr4_2/3kr4_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3kr4_2/3kr4_2_pocket_clean_single_chain.pdb,31
protein_group_000192,scPDB:3kr5_2:accepted_dominant_chain,3kr5_2,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3kr5_2/3kr5_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3kr5_2/3kr5_2_pocket_clean_single_chain.pdb,36
protein_group_000192,scPDB:3t8w_8:accepted_dominant_chain,3t8w_8,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3t8w_8/3t8w_8_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3t8w_8/3t8w_8_pocket_clean_single_chain.pdb,41
protein_group_000192,PDBbind2020:3t8w:accepted_pseudo_chainA,3t8w,PDBbind2020,accepted_pseudo_chainA,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_pseudo_chainA_from_rejected_debug/3t8w/3t8w_protein_pseudo_chainA.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_pseudo_chainA_from_rejected_debug/3t8w/3t8w_pocket_pseudo_chainA.pdb,128
