protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000327,PDBbind2020:3wd2:accepted,3wd2,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3wd2/3wd2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3wd2/3wd2_pocket_clean_single_chain.pdb,104
protein_group_000327,PDBbind2020:3wd1:accepted,3wd1,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3wd1/3wd1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3wd1/3wd1_pocket_clean_single_chain.pdb,113
protein_group_000327,PDBbind2020:4z2g:accepted,4z2g,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4z2g/4z2g_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4z2g/4z2g_pocket_clean_single_chain.pdb,113
protein_group_000327,PDBbind2020:4z2j:accepted,4z2j,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4z2j/4z2j_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4z2j/4z2j_pocket_clean_single_chain.pdb,112
protein_group_000327,PDBbind2020:4z2h:accepted,4z2h,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4z2h/4z2h_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4z2h/4z2h_pocket_clean_single_chain.pdb,105
protein_group_000327,PDBbind2020:4z2l:accepted,4z2l,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4z2l/4z2l_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4z2l/4z2l_pocket_clean_single_chain.pdb,104
protein_group_000327,PDBbind2020:4z2i:accepted,4z2i,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4z2i/4z2i_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4z2i/4z2i_pocket_clean_single_chain.pdb,108
protein_group_000327,PDBbind2020:4z2k:accepted_dominant_chain,4z2k,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4z2k/4z2k_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4z2k/4z2k_pocket_clean_single_chain.pdb,93
protein_group_000327,scPDB:3wd1_1:accepted,3wd1_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3wd1_1/3wd1_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3wd1_1/3wd1_1_pocket_clean_single_chain.pdb,34
protein_group_000327,scPDB:3wd3_1:accepted,3wd3_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3wd3_1/3wd3_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3wd3_1/3wd3_1_pocket_clean_single_chain.pdb,32
protein_group_000327,scPDB:3wd4_2:accepted,3wd4_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3wd4_2/3wd4_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3wd4_2/3wd4_2_pocket_clean_single_chain.pdb,17
protein_group_000327,scPDB:3wd2_1:accepted,3wd2_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3wd2_1/3wd2_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3wd2_1/3wd2_1_pocket_clean_single_chain.pdb,31
protein_group_000327,scPDB:3wd4_1:accepted,3wd4_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3wd4_1/3wd4_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3wd4_1/3wd4_1_pocket_clean_single_chain.pdb,33
