protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000325,PDBbind2020:4oty:accepted,4oty,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4oty/4oty_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4oty/4oty_pocket_clean_single_chain.pdb,92
protein_group_000325,scPDB:1ddx_2:accepted,1ddx_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1ddx_2/1ddx_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1ddx_2/1ddx_2_pocket_clean_single_chain.pdb,42
protein_group_000325,scPDB:1pxx_4:accepted,1pxx_4,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1pxx_4/1pxx_4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1pxx_4/1pxx_4_pocket_clean_single_chain.pdb,27
protein_group_000325,scPDB:3ln0_1:accepted,3ln0_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3ln0_1/3ln0_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3ln0_1/3ln0_1_pocket_clean_single_chain.pdb,29
protein_group_000325,scPDB:3ln1_4:accepted,3ln1_4,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3ln1_4/3ln1_4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3ln1_4/3ln1_4_pocket_clean_single_chain.pdb,36
protein_group_000325,scPDB:3mqe_4:accepted,3mqe_4,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3mqe_4/3mqe_4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3mqe_4/3mqe_4_pocket_clean_single_chain.pdb,31
protein_group_000325,scPDB:3ntg_4:accepted,3ntg_4,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3ntg_4/3ntg_4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3ntg_4/3ntg_4_pocket_clean_single_chain.pdb,32
protein_group_000325,scPDB:3q7d_1:accepted,3q7d_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3q7d_1/3q7d_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3q7d_1/3q7d_1_pocket_clean_single_chain.pdb,27
protein_group_000325,scPDB:3rr3_3:accepted,3rr3_3,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3rr3_3/3rr3_3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3rr3_3/3rr3_3_pocket_clean_single_chain.pdb,26
protein_group_000325,scPDB:4fm5_1:accepted,4fm5_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fm5_1/4fm5_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fm5_1/4fm5_1_pocket_clean_single_chain.pdb,24
protein_group_000325,scPDB:4m11_2:accepted,4m11_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4m11_2/4m11_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4m11_2/4m11_2_pocket_clean_single_chain.pdb,31
protein_group_000325,scPDB:4m10_2:accepted,4m10_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4m10_2/4m10_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4m10_2/4m10_2_pocket_clean_single_chain.pdb,31
protein_group_000325,scPDB:4oty_2:accepted,4oty_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4oty_2/4oty_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4oty_2/4oty_2_pocket_clean_single_chain.pdb,29
