protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000073,PDBbind2020:3ebh:accepted,3ebh,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ebh/3ebh_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ebh/3ebh_pocket_clean_single_chain.pdb,97
protein_group_000073,PDBbind2020:3ebi:accepted,3ebi,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ebi/3ebi_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3ebi/3ebi_pocket_clean_single_chain.pdb,103
protein_group_000073,PDBbind2020:3q44:accepted,3q44,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3q44/3q44_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3q44/3q44_pocket_clean_single_chain.pdb,117
protein_group_000073,PDBbind2020:3q43:accepted,3q43,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3q43/3q43_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3q43/3q43_pocket_clean_single_chain.pdb,101
protein_group_000073,PDBbind2020:4k5l:accepted,4k5l,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k5l/4k5l_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k5l/4k5l_pocket_clean_single_chain.pdb,86
protein_group_000073,PDBbind2020:4k5n:accepted,4k5n,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k5n/4k5n_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k5n/4k5n_pocket_clean_single_chain.pdb,86
protein_group_000073,PDBbind2020:4k5o:accepted,4k5o,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k5o/4k5o_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k5o/4k5o_pocket_clean_single_chain.pdb,87
protein_group_000073,PDBbind2020:4k5m:accepted,4k5m,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k5m/4k5m_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k5m/4k5m_pocket_clean_single_chain.pdb,83
protein_group_000073,PDBbind2020:4k5p:accepted,4k5p,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k5p/4k5p_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k5p/4k5p_pocket_clean_single_chain.pdb,88
protein_group_000073,PDBbind2020:4r5t:accepted,4r5t,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4r5t/4r5t_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4r5t/4r5t_pocket_clean_single_chain.pdb,95
protein_group_000073,PDBbind2020:4r5v:accepted,4r5v,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4r5v/4r5v_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4r5v/4r5v_pocket_clean_single_chain.pdb,96
