protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000042,PDBbind2020:1kmv:accepted,1kmv,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1kmv/1kmv_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1kmv/1kmv_pocket_clean_single_chain.pdb,80
protein_group_000042,PDBbind2020:3s7a:accepted,3s7a,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3s7a/3s7a_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3s7a/3s7a_pocket_clean_single_chain.pdb,81
protein_group_000042,PDBbind2020:4g95:accepted,4g95,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4g95/4g95_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4g95/4g95_pocket_clean_single_chain.pdb,77
protein_group_000042,scPDB:1dhf_1:accepted,1dhf_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1dhf_1/1dhf_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1dhf_1/1dhf_1_pocket_clean_single_chain.pdb,31
protein_group_000042,scPDB:1drf_1:accepted,1drf_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1drf_1/1drf_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1drf_1/1drf_1_pocket_clean_single_chain.pdb,37
protein_group_000042,scPDB:1hfr_1:accepted,1hfr_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1hfr_1/1hfr_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1hfr_1/1hfr_1_pocket_clean_single_chain.pdb,32
protein_group_000042,scPDB:1kms_1:accepted,1kms_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kms_1/1kms_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kms_1/1kms_1_pocket_clean_single_chain.pdb,25
protein_group_000042,scPDB:1kmv_1:accepted,1kmv_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kmv_1/1kmv_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1kmv_1/1kmv_1_pocket_clean_single_chain.pdb,26
protein_group_000042,scPDB:1mvs_1:accepted,1mvs_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1mvs_1/1mvs_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1mvs_1/1mvs_1_pocket_clean_single_chain.pdb,31
protein_group_000042,scPDB:1mvt_1:accepted,1mvt_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1mvt_1/1mvt_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1mvt_1/1mvt_1_pocket_clean_single_chain.pdb,31
protein_group_000042,scPDB:1ohj_1:accepted,1ohj_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1ohj_1/1ohj_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1ohj_1/1ohj_1_pocket_clean_single_chain.pdb,36
protein_group_000042,scPDB:1ohk_1:accepted,1ohk_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1ohk_1/1ohk_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1ohk_1/1ohk_1_pocket_clean_single_chain.pdb,36
protein_group_000042,scPDB:1pd8_1:accepted,1pd8_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1pd8_1/1pd8_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1pd8_1/1pd8_1_pocket_clean_single_chain.pdb,29
protein_group_000042,scPDB:1pd9_1:accepted,1pd9_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1pd9_1/1pd9_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1pd9_1/1pd9_1_pocket_clean_single_chain.pdb,29
protein_group_000042,scPDB:1s3u_1:accepted,1s3u_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1s3u_1/1s3u_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1s3u_1/1s3u_1_pocket_clean_single_chain.pdb,30
protein_group_000042,scPDB:1s3v_1:accepted,1s3v_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1s3v_1/1s3v_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1s3v_1/1s3v_1_pocket_clean_single_chain.pdb,29
