protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000177,PDBbind2020:3agm:accepted,3agm,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3agm/3agm_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3agm/3agm_pocket_clean_single_chain.pdb,131
protein_group_000177,PDBbind2020:3agl:accepted,3agl,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3agl/3agl_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3agl/3agl_pocket_clean_single_chain.pdb,125
protein_group_000177,PDBbind2020:3l9l:accepted_dominant_chain,3l9l,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3l9l/3l9l_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3l9l/3l9l_pocket_clean_single_chain.pdb,85
protein_group_000177,PDBbind2020:3mvj:accepted_dominant_chain,3mvj,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3mvj/3mvj_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3mvj/3mvj_pocket_clean_single_chain.pdb,75
protein_group_000177,PDBbind2020:3vqh:accepted_dominant_chain,3vqh,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3vqh/3vqh_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/3vqh/3vqh_pocket_clean_single_chain.pdb,87
protein_group_000177,PDBbind2020:4uj1:accepted_dominant_chain,4uj1,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4uj1/4uj1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4uj1/4uj1_pocket_clean_single_chain.pdb,86
protein_group_000177,PDBbind2020:4uj2:accepted_dominant_chain,4uj2,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4uj2/4uj2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4uj2/4uj2_pocket_clean_single_chain.pdb,84
protein_group_000177,PDBbind2020:4uj9:accepted_dominant_chain,4uj9,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4uj9/4uj9_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4uj9/4uj9_pocket_clean_single_chain.pdb,88
protein_group_000177,PDBbind2020:4uja:accepted_dominant_chain,4uja,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4uja/4uja_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4uja/4uja_pocket_clean_single_chain.pdb,85
protein_group_000177,PDBbind2020:4ujb:accepted_dominant_chain,4ujb,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4ujb/4ujb_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4ujb/4ujb_pocket_clean_single_chain.pdb,84
protein_group_000177,PDBbind2020:5izf:accepted,5izf,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5izf/5izf_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5izf/5izf_pocket_clean_single_chain.pdb,124
protein_group_000177,PDBbind2020:5izj:accepted,5izj,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5izj/5izj_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5izj/5izj_pocket_clean_single_chain.pdb,99
protein_group_000177,PDBbind2020:5j5x:accepted,5j5x,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5j5x/5j5x_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5j5x/5j5x_pocket_clean_single_chain.pdb,126
protein_group_000177,PDBbind2020:5uzk:accepted_dominant_chain,5uzk,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5uzk/5uzk_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5uzk/5uzk_pocket_clean_single_chain.pdb,106
protein_group_000177,PDBbind2020:6c0u:accepted,6c0u,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6c0u/6c0u_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/6c0u/6c0u_pocket_clean_single_chain.pdb,105
protein_group_000177,scPDB:3agl_2:accepted,3agl_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3agl_2/3agl_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3agl_2/3agl_2_pocket_clean_single_chain.pdb,50
protein_group_000177,scPDB:3l9l_2:accepted_dominant_chain,3l9l_2,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3l9l_2/3l9l_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3l9l_2/3l9l_2_pocket_clean_single_chain.pdb,36
protein_group_000177,scPDB:3mvj_1:accepted_dominant_chain,3mvj_1,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3mvj_1/3mvj_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3mvj_1/3mvj_1_pocket_clean_single_chain.pdb,25
protein_group_000177,scPDB:3oog_1:accepted,3oog_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3oog_1/3oog_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3oog_1/3oog_1_pocket_clean_single_chain.pdb,21
protein_group_000177,scPDB:3vqh_1:accepted_dominant_chain,3vqh_1,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3vqh_1/3vqh_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3vqh_1/3vqh_1_pocket_clean_single_chain.pdb,33
