protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000143,PDBbind2020:5i8p:accepted,5i8p,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5i8p/5i8p_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5i8p/5i8p_pocket_clean_single_chain.pdb,99
protein_group_000143,PDBbind2020:5i9i:accepted,5i9i,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5i9i/5i9i_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5i9i/5i9i_pocket_clean_single_chain.pdb,103
protein_group_000143,PDBbind2020:5jal:accepted,5jal,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jal/5jal_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jal/5jal_pocket_clean_single_chain.pdb,64
protein_group_000143,PDBbind2020:5jan:accepted,5jan,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jan/5jan_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jan/5jan_pocket_clean_single_chain.pdb,58
protein_group_000143,PDBbind2020:5jao:accepted,5jao,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jao/5jao_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jao/5jao_pocket_clean_single_chain.pdb,65
protein_group_000143,PDBbind2020:5jap:accepted,5jap,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jap/5jap_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jap/5jap_pocket_clean_single_chain.pdb,74
protein_group_000143,PDBbind2020:5jar:accepted,5jar,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jar/5jar_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jar/5jar_pocket_clean_single_chain.pdb,75
protein_group_000143,PDBbind2020:5jas:accepted,5jas,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jas/5jas_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jas/5jas_pocket_clean_single_chain.pdb,75
protein_group_000143,PDBbind2020:5jat:accepted,5jat,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jat/5jat_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jat/5jat_pocket_clean_single_chain.pdb,89
protein_group_000143,PDBbind2020:5jau:accepted,5jau,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jau/5jau_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5jau/5jau_pocket_clean_single_chain.pdb,93
protein_group_000143,PDBbind2020:5lp1:accepted,5lp1,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lp1/5lp1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lp1/5lp1_pocket_clean_single_chain.pdb,97
protein_group_000143,PDBbind2020:5lyy:accepted,5lyy,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lyy/5lyy_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lyy/5lyy_pocket_clean_single_chain.pdb,84
protein_group_000143,PDBbind2020:5lz2:accepted,5lz2,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lz2/5lz2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lz2/5lz2_pocket_clean_single_chain.pdb,72
protein_group_000143,PDBbind2020:5lz4:accepted,5lz4,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lz4/5lz4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lz4/5lz4_pocket_clean_single_chain.pdb,85
protein_group_000143,PDBbind2020:5lz5:accepted,5lz5,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lz5/5lz5_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lz5/5lz5_pocket_clean_single_chain.pdb,84
protein_group_000143,PDBbind2020:5lz8:accepted,5lz8,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lz8/5lz8_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lz8/5lz8_pocket_clean_single_chain.pdb,85
protein_group_000143,PDBbind2020:5lz7:accepted,5lz7,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lz7/5lz7_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lz7/5lz7_pocket_clean_single_chain.pdb,89
protein_group_000143,PDBbind2020:5lz9:accepted,5lz9,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lz9/5lz9_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5lz9/5lz9_pocket_clean_single_chain.pdb,88
protein_group_000143,PDBbind2020:5ye7:accepted,5ye7,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ye7/5ye7_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ye7/5ye7_pocket_clean_single_chain.pdb,88
protein_group_000143,PDBbind2020:5ye8:accepted,5ye8,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ye8/5ye8_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ye8/5ye8_pocket_clean_single_chain.pdb,69
protein_group_000143,PDBbind2020:5ye9:accepted,5ye9,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ye9/5ye9_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ye9/5ye9_pocket_clean_single_chain.pdb,87
protein_group_000143,PDBbind2020:5yea:accepted,5yea,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5yea/5yea_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5yea/5yea_pocket_clean_single_chain.pdb,90
protein_group_000143,scPDB:5jad_1:accepted,5jad_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/5jad_1/5jad_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/5jad_1/5jad_1_pocket_clean_single_chain.pdb,19
