protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000323,scPDB:2gir_2:accepted,2gir_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2gir_2/2gir_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2gir_2/2gir_2_pocket_clean_single_chain.pdb,22
protein_group_000323,scPDB:2giq_2:accepted,2giq_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2giq_2/2giq_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2giq_2/2giq_2_pocket_clean_single_chain.pdb,36
protein_group_000323,scPDB:3fqk_2:accepted,3fqk_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3fqk_2/3fqk_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3fqk_2/3fqk_2_pocket_clean_single_chain.pdb,35
protein_group_000323,scPDB:3g86_2:accepted,3g86_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3g86_2/3g86_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3g86_2/3g86_2_pocket_clean_single_chain.pdb,47
protein_group_000323,scPDB:3h5s_2:accepted,3h5s_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3h5s_2/3h5s_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3h5s_2/3h5s_2_pocket_clean_single_chain.pdb,41
protein_group_000323,scPDB:3h59_1:accepted,3h59_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3h59_1/3h59_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3h59_1/3h59_1_pocket_clean_single_chain.pdb,44
protein_group_000323,scPDB:3mf5_1:accepted,3mf5_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3mf5_1/3mf5_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3mf5_1/3mf5_1_pocket_clean_single_chain.pdb,23
protein_group_000323,scPDB:4ih6_1:accepted,4ih6_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4ih6_1/4ih6_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4ih6_1/4ih6_1_pocket_clean_single_chain.pdb,30
protein_group_000323,scPDB:4ih7_2:accepted,4ih7_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4ih7_2/4ih7_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4ih7_2/4ih7_2_pocket_clean_single_chain.pdb,24
protein_group_000323,scPDB:4mk8_2:accepted,4mk8_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4mk8_2/4mk8_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4mk8_2/4mk8_2_pocket_clean_single_chain.pdb,42
protein_group_000323,scPDB:4mk9_2:accepted,4mk9_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4mk9_2/4mk9_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4mk9_2/4mk9_2_pocket_clean_single_chain.pdb,39
protein_group_000323,scPDB:4mka_1:accepted,4mka_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4mka_1/4mka_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4mka_1/4mka_1_pocket_clean_single_chain.pdb,43
protein_group_000323,scPDB:4mkb_1:accepted,4mkb_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4mkb_1/4mkb_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4mkb_1/4mkb_1_pocket_clean_single_chain.pdb,42
