protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000347,PDBbind2020:4jv6:accepted,4jv6,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jv6/4jv6_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jv6/4jv6_pocket_clean_single_chain.pdb,87
protein_group_000347,PDBbind2020:4jv8:accepted,4jv8,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jv8/4jv8_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jv8/4jv8_pocket_clean_single_chain.pdb,88
protein_group_000347,PDBbind2020:4jvb:accepted,4jvb,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jvb/4jvb_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jvb/4jvb_pocket_clean_single_chain.pdb,106
protein_group_000347,PDBbind2020:5e8f:accepted,5e8f,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5e8f/5e8f_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5e8f/5e8f_pocket_clean_single_chain.pdb,120
protein_group_000347,PDBbind2020:5f2u:accepted_dominant_chain,5f2u,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5f2u/5f2u_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5f2u/5f2u_pocket_clean_single_chain.pdb,109
protein_group_000347,PDBbind2020:5ml2:accepted,5ml2,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ml2/5ml2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ml2/5ml2_pocket_clean_single_chain.pdb,104
protein_group_000347,PDBbind2020:5ml3:accepted,5ml3,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ml3/5ml3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ml3/5ml3_pocket_clean_single_chain.pdb,106
protein_group_000347,PDBbind2020:5ml4:accepted,5ml4,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ml4/5ml4_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ml4/5ml4_pocket_clean_single_chain.pdb,105
protein_group_000347,PDBbind2020:5ml6:accepted,5ml6,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ml6/5ml6_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ml6/5ml6_pocket_clean_single_chain.pdb,105
protein_group_000347,PDBbind2020:5ml8:accepted,5ml8,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ml8/5ml8_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5ml8/5ml8_pocket_clean_single_chain.pdb,105
protein_group_000347,PDBbind2020:5x72:accepted,5x72,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5x72/5x72_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5x72/5x72_pocket_clean_single_chain.pdb,89
protein_group_000347,PDBbind2020:5x73:accepted,5x73,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5x73/5x73_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5x73/5x73_pocket_clean_single_chain.pdb,88
protein_group_000347,scPDB:3t5i_1:accepted,3t5i_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3t5i_1/3t5i_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3t5i_1/3t5i_1_pocket_clean_single_chain.pdb,36
