protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000447,PDBbind2020:1zz1:accepted,1zz1,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1zz1/1zz1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1zz1/1zz1_pocket_clean_single_chain.pdb,80
protein_group_000447,PDBbind2020:1zz3:accepted_dominant_chain,1zz3,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1zz3/1zz3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/1zz3/1zz3_pocket_clean_single_chain.pdb,75
protein_group_000447,PDBbind2020:2gh6:accepted_dominant_chain,2gh6,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2gh6/2gh6_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2gh6/2gh6_pocket_clean_single_chain.pdb,79
protein_group_000447,PDBbind2020:2vcg:accepted_dominant_chain,2vcg,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2vcg/2vcg_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/2vcg/2vcg_pocket_clean_single_chain.pdb,83
protein_group_000447,PDBbind2020:5g1a:accepted_dominant_chain,5g1a,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5g1a/5g1a_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5g1a/5g1a_pocket_clean_single_chain.pdb,75
protein_group_000447,PDBbind2020:5g1c:accepted_dominant_chain,5g1c,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5g1c/5g1c_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5g1c/5g1c_pocket_clean_single_chain.pdb,81
protein_group_000447,PDBbind2020:5g3w:accepted_dominant_chain,5g3w,PDBbind2020,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5g3w/5g3w_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/5g3w/5g3w_pocket_clean_single_chain.pdb,81
protein_group_000447,scPDB:1zz1_1:accepted_dominant_chain,1zz1_1,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1zz1_1/1zz1_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/1zz1_1/1zz1_1_pocket_clean_single_chain.pdb,26
protein_group_000447,scPDB:2gh6_3:accepted_dominant_chain,2gh6_3,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2gh6_3/2gh6_3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2gh6_3/2gh6_3_pocket_clean_single_chain.pdb,28
protein_group_000447,scPDB:2vcg_3:accepted_dominant_chain,2vcg_3,scPDB,accepted_dominant_chain,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2vcg_3/2vcg_3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/2vcg_3/2vcg_3_pocket_clean_single_chain.pdb,27
