protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000240,PDBbind2020:4e34:accepted,4e34,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4e34/4e34_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4e34/4e34_pocket_clean_single_chain.pdb,59
protein_group_000240,PDBbind2020:4e35:accepted,4e35,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4e35/4e35_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4e35/4e35_pocket_clean_single_chain.pdb,58
protein_group_000240,PDBbind2020:4joe:accepted,4joe,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4joe/4joe_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4joe/4joe_pocket_clean_single_chain.pdb,58
protein_group_000240,PDBbind2020:4jof:accepted,4jof,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jof/4jof_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jof/4jof_pocket_clean_single_chain.pdb,58
protein_group_000240,PDBbind2020:4jog:accepted,4jog,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jog/4jog_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jog/4jog_pocket_clean_single_chain.pdb,57
protein_group_000240,PDBbind2020:4jok:accepted,4jok,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jok/4jok_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4jok/4jok_pocket_clean_single_chain.pdb,58
protein_group_000240,PDBbind2020:4joj:accepted,4joj,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4joj/4joj_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4joj/4joj_pocket_clean_single_chain.pdb,58
protein_group_000240,PDBbind2020:4joh:accepted,4joh,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4joh/4joh_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4joh/4joh_pocket_clean_single_chain.pdb,60
protein_group_000240,PDBbind2020:4k6y:accepted,4k6y,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k6y/4k6y_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k6y/4k6y_pocket_clean_single_chain.pdb,59
protein_group_000240,PDBbind2020:4k76:accepted,4k76,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k76/4k76_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4k76/4k76_pocket_clean_single_chain.pdb,61
protein_group_000240,PDBbind2020:4nmo:accepted,4nmo,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nmo/4nmo_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nmo/4nmo_pocket_clean_single_chain.pdb,59
protein_group_000240,PDBbind2020:4nmp:accepted,4nmp,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nmp/4nmp_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nmp/4nmp_pocket_clean_single_chain.pdb,59
protein_group_000240,PDBbind2020:4nmq:accepted,4nmq,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nmq/4nmq_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nmq/4nmq_pocket_clean_single_chain.pdb,59
protein_group_000240,PDBbind2020:4nmr:accepted,4nmr,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nmr/4nmr_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nmr/4nmr_pocket_clean_single_chain.pdb,61
protein_group_000240,PDBbind2020:4nmt:accepted,4nmt,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nmt/4nmt_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nmt/4nmt_pocket_clean_single_chain.pdb,60
protein_group_000240,PDBbind2020:4nms:accepted,4nms,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nms/4nms_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nms/4nms_pocket_clean_single_chain.pdb,62
protein_group_000240,PDBbind2020:4nmv:accepted,4nmv,PDBbind2020,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nmv/4nmv_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/PDBbind2020_process/4nmv/4nmv_pocket_clean_single_chain.pdb,62
