protein_group_id,global_sample_id,sample_id,source_dataset,source_status,sample_type,protein_pdb,pocket_pdb,mapped_pocket_residue_count
protein_group_000470,scPDB:3qwf_7:accepted,3qwf_7,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3qwf_7/3qwf_7_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3qwf_7/3qwf_7_pocket_clean_single_chain.pdb,48
protein_group_000470,scPDB:3qwi_2:accepted,3qwi_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3qwi_2/3qwi_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3qwi_2/3qwi_2_pocket_clean_single_chain.pdb,30
protein_group_000470,scPDB:3qwh_3:accepted,3qwh_3,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3qwh_3/3qwh_3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/3qwh_3/3qwh_3_pocket_clean_single_chain.pdb,28
protein_group_000470,scPDB:4fiz_1:accepted,4fiz_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fiz_1/4fiz_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fiz_1/4fiz_1_pocket_clean_single_chain.pdb,24
protein_group_000470,scPDB:4fj0_2:accepted,4fj0_2,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fj0_2/4fj0_2_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fj0_2/4fj0_2_pocket_clean_single_chain.pdb,32
protein_group_000470,scPDB:4fj1_3:accepted,4fj1_3,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fj1_3/4fj1_3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fj1_3/4fj1_3_pocket_clean_single_chain.pdb,50
protein_group_000470,scPDB:4fj1_1:accepted,4fj1_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fj1_1/4fj1_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fj1_1/4fj1_1_pocket_clean_single_chain.pdb,31
protein_group_000470,scPDB:4fj2_1:accepted,4fj2_1,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fj2_1/4fj2_1_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fj2_1/4fj2_1_pocket_clean_single_chain.pdb,28
protein_group_000470,scPDB:4fj0_3:accepted,4fj0_3,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fj0_3/4fj0_3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fj0_3/4fj0_3_pocket_clean_single_chain.pdb,50
protein_group_000470,scPDB:4fj2_3:accepted,4fj2_3,scPDB,accepted,accepted,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fj2_3/4fj2_3_protein_clean_single_chain.pdb,/public/share/yanjianbin/liuyugeng/PLDB/scPDB_process/4fj2_3/4fj2_3_pocket_clean_single_chain.pdb,49
